race_id,driver_id,constructor_id,grid,position,position_order,points,laps,status
1969_5,amon,ferrari,6,R,10,0.0,30,Engine
1969_5,rindt,lotus-ford,3,R,11,0.0,22,Physical
1969_5,courage,brabham-ford,11,R,12,0.0,21,Chassis
1969_5,miles,lotus-ford,12,R,13,0.0,1,Fuel pump
1969_6,stewart,matra-ford,2,1,1,9.0,84,Finished
1969_6,ickx,brabham-ford,4,2,2,6.0,83,+1 Lap
1969_6,mclaren,mclaren-ford,7,3,3,4.0,83,+1 Lap
1969_6,rindt,lotus-ford,1,4,4,3.0,83,+1 Lap
1969_6,courage,brabham-ford,10,5,5,2.0,83,+1 Lap
1969_6,elford,mclaren-ford,11,6,6,1.0,82,+2 Laps
1969_6,hill,lotus-ford,12,7,7,0.0,82,+2 Laps
1969_6,siffert,lotus-ford,9,8,8,0.0,81,+3 Laps
1969_6,beltoise,matra-ford,17,9,9,0.0,78,+6 Laps
1969_6,miles,lotus-ford,14,10,10,0.0,75,+9 Laps
1969_6,rodriguez,ferrari,8,R,11,0.0,61,Engine
1969_6,amon,ferrari,5,R,12,0.0,45,Gearbox
1969_6,hulme,mclaren-ford,3,R,13,0.0,27,Ignition
1969_6,oliver,brm,13,R,14,0.0,19,Transmission
1969_6,bonnier,lotus-ford,16,R,15,0.0,6,Engine
1969_6,bell,mclaren-ford,15,R,16,0.0,5,Suspension
1969_6,surtees,brm,6,R,17,0.0,1,Suspension
1969_7,ickx,brabham-ford,1,1,1,9.0,14,Finished
1969_7,stewart,matra-ford,2,2,2,6.0,14,Finished
1969_7,mclaren,mclaren-ford,8,3,3,4.0,14,Finished
1969_7,hill,lotus-ford,9,4,4,3.0,14,Finished
1969_7,siffert,lotus-ford,4,5,5,2.0,12,Suspension
1969_7,beltoise,matra-ford,10,6,6,1.0,12,Suspension
1969_7,hulme,mclaren-ford,5,R,7,0.0,11,Transmission
1970_1,jack_brabham,brabham,3,1,1,9.0,80,Finished
1970_1,hulme,mclaren-ford,6,2,2,6.0,80,Finished
1970_1,stewart,march,1,3,3,4.0,80,Finished
1970_1,beltoise,matra,8,4,4,3.0,80,Finished
1970_1,miles,team_lotus,14,5,5,2.0,79,+1 Lap
1970_1,hill,team_lotus,19,6,6,1.0,79,+1 Lap
1970_1,pescarolo,matra,18,7,7,0.0,78,+2 Laps
1970_1,love,team_lotus,22,8,8,0.0,78,+2 Laps
1970_1,rodriguez,brm,16,9,9,0.0,76,+4 Laps
1970_1,siffert,march,9,10,10,0.0,75,+5 Laps
1970_1,klerk,brabham,21,11,11,0.0,75,+5 Laps
1970_1,charlton,team_lotus,13,12,12,0.0,73,Engine
1970_1,rindt,team_lotus,4,13,13,0.0,72,Engine
1970_1,ickx,ferrari,5,R,14,0.0,60,Engine
1970_1,surtees,mclaren-ford,7,R,15,0.0,60,Engine
1970_1,eaton,brm,23,R,16,0.0,58,Engine
1970_1,gavin,march,17,R,17,0.0,57,Engine
1970_1,mclaren,mclaren-ford,10,R,18,0.0,39,Engine
1970_1,courage,tomaso,20,R,19,0.0,39,Accident
1970_1,mario_andretti,march,11,R,20,0.0,26,Overheating
1970_1,stommelen,brabham,15,R,21,0.0,23,Engine
1970_1,oliver,brm,12,R,22,0.0,22,Gearbox
1970_1,amon,march,2,R,23,0.0,14,Overheating
1970_2,stewart,march,3,1,1,9.0,90,Finished
1970_2,mclaren,mclaren-ford,11,2,2,6.0,89,+1 Lap
1970_2,mario_andretti,march,16,3,3,4.0,89,+1 Lap
1970_2,hill,team_lotus,15,4,4,3.0,89,+1 Lap
1970_2,gavin,march,14,5,5,2.0,88,+2 Laps
1970_2,surtees,mclaren-ford,12,R,6,0.0,76,Gearbox
1970_2,jack_brabham,brabham,1,R,7,0.0,61,Engine
1970_2,stommelen,brabham,17,R,8,0.0,43,Engine
1970_2,pescarolo,matra,9,R,9,0.0,33,Engine
1970_2,beltoise,matra,4,R,10,0.0,31,Engine
1970_2,hulme,mclaren-ford,2,R,11,0.0,10,Ignition
1970_2,amon,march,6,R,12,0.0,10,Engine
1970_2,rindt,team_lotus,8,R,13,0.0,9,Ignition
1970_2,rodriguez,brm,5,W,14,0.0,4,Withdrew
1970_2,ickx,ferrari,7,R,15,0.0,0,Accident
1970_2,oliver,brm,10,R,16,0.0,0,Accident
1970_2,courage,tomaso,13,W,17,0.0,0,Withdrew
1970_3,rindt,team_lotus,8,1,1,9.0,80,Finished
1970_3,jack_brabham,brabham,4,2,2,6.0,80,Finished
1970_3,pescarolo,matra,7,3,3,4.0,80,Finished
1970_3,hulme,mclaren-ford,3,4,4,3.0,80,Finished
1970_3,hill,team_lotus,16,5,5,2.0,79,+1 Lap
1970_3,rodriguez,brm,15,6,6,1.0,78,+2 Laps
1970_3,peterson,march,12,7,7,0.0,78,+2 Laps
1970_3,siffert,march,11,8,8,0.0,76,Out of fuel
1970_3,amon,march,2,R,9,0.0,60,Suspension
1970_3,courage,tomaso,9,R,10,0.0,58,Not classified
1970_3,stewart,march,1,R,11,0.0,57,Engine
1970_3,oliver,brm,14,R,12,0.0,42,Engine
1970_3,beltoise,matra,6,R,13,0.0,21,Differential
1970_3,mclaren,mclaren-ford,10,R,14,0.0,19,Suspension
1970_3,surtees,mclaren-ford,13,R,15,0.0,14,Oil pressure
1970_3,ickx,ferrari,5,R,16,0.0,11,Halfshaft
1970_4,rodriguez,brm,6,1,1,9.0,28,Finished
1970_4,amon,march,3,2,2,6.0,28,Finished
1970_4,beltoise,matra,11,3,3,4.0,28,Finished
1970_4,giunti,ferrari,8,4,4,3.0,28,Finished
1970_4,stommelen,brabham,7,5,5,2.0,28,Finished
1970_4,pescarolo,matra,17,6,6,1.0,27,Electrical
1970_4,siffert,march,10,7,7,0.0,26,Fuel pressure
1970_4,ickx,ferrari,4,8,8,0.0,26,+2 Laps
1970_4,peterson,march,9,R,9,0.0,20,Not classified
1970_4,jack_brabham,brabham,5,R,10,0.0,19,Clutch
1970_4,hill,team_lotus,16,R,11,0.0,19,Engine
1970_4,stewart,march,1,R,12,0.0,14,Engine
1970_4,miles,team_lotus,13,R,13,0.0,13,Gearbox
1970_4,rindt,team_lotus,2,R,14,0.0,10,Engine
1970_4,oliver,brm,14,R,15,0.0,7,Engine
1970_4,courage,tomaso,12,R,16,0.0,4,Oil pressure
1970_4,bell,brabham,15,R,17,0.0,1,Gearbox
1970_5,rindt,team_lotus,1,1,1,9.0,80,Finished
1970_5,stewart,march,2,2,2,6.0,80,Finished
1970_5,ickx,ferrari,3,3,3,4.0,79,+1 Lap
1970_5,regazzoni,ferrari,6,4,4,3.0,79,+1 Lap
1970_5,beltoise,matra,10,5,5,2.0,79,+1 Lap
1970_5,surtees,mclaren-ford,14,6,6,1.0,79,+1 Lap
1970_5,miles,team_lotus,8,7,7,0.0,78,+2 Laps
1970_5,pescarolo,matra,13,8,8,0.0,78,+2 Laps
1970_5,peterson,march,16,9,9,0.0,78,+2 Laps
1970_5,rodriguez,brm,7,10,10,0.0,77,+3 Laps
1970_5,jack_brabham,brabham,12,11,11,0.0,76,+4 Laps
1970_5,hill,team_lotus,20,R,12,0.0,71,Not classified
1970_5,cevert,march,15,R,13,0.0,31,Engine
1970_5,eaton,brm,18,R,14,0.0,26,Oil leak
1970_5,oliver,brm,5,R,15,0.0,23,Engine
1970_5,courage,tomaso,9,R,16,0.0,22,Accident
1970_5,siffert,march,17,R,17,0.0,22,Engine
1970_5,gethin,mclaren-ford,11,R,18,0.0,18,Accident
1970_5,gurney,mclaren-ford,19,R,19,0.0,2,Engine
1970_5,amon,march,4,R,20,0.0,1,Clutch
1970_6,rindt,team_lotus,6,1,1,9.0,38,Finished
1970_6,amon,march,3,2,2,6.0,38,Finished
1970_6,jack_brabham,brabham,5,3,3,4.0,38,Finished
1970_6,hulme,mclaren-ford,7,4,4,3.0,38,Finished
1970_6,pescarolo,matra,8,5,5,2.0,38,Finished
1970_6,gurney,mclaren-ford,17,6,6,1.0,38,Finished
1970_6,stommelen,brabham,14,7,7,0.0,38,Finished
1971_1,mario_andretti,ferrari,4,1,1,9.0,79,Finished
1971_1,stewart,tyrrell,1,2,2,6.0,79,Finished
1971_1,regazzoni,ferrari,3,3,3,4.0,79,Finished
1971_1,wisell,lotus-ford,14,4,4,3.0,79,Finished
1971_1,amon,matra,2,5,5,2.0,78,+1 Lap
1971_1,hulme,mclaren,7,6,6,1.0,78,+1 Lap
1971_1,redman,surtees,17,7,7,0.0,78,+1 Lap
1971_1,ickx,ferrari,8,8,8,0.0,78,+1 Lap
1971_1,hill,brabham,19,9,9,0.0,77,+2 Laps
1971_1,peterson,march-ford,13,10,10,0.0,77,+2 Laps
1971_1,pescarolo,march-ford,18,11,11,0.0,77,+2 Laps
1971_1,stommelen,surtees,15,12,12,0.0,77,+2 Laps
1971_1,adamich,march-alfa_romeo,22,13,13,0.0,75,+4 Laps
1971_1,emerson_fittipaldi,lotus-ford,5,R,14,0.0,58,Engine
1971_1,surtees,surtees,6,R,15,0.0,56,Gearbox
1971_1,cevert,tyrrell,9,R,16,0.0,45,Accident
1971_1,ganley,brm,24,R,17,0.0,42,Physical
1971_1,rodriguez,brm,10,R,18,0.0,33,Overheating
1971_1,charlton,brabham,16,R,19,0.0,31,Engine
1971_1,siffert,brm,12,R,20,0.0,31,Overheating
1971_1,love,march-ford,21,R,21,0.0,30,Differential
1971_1,pretorius,brabham,20,R,22,0.0,22,Engine
1971_1,gethin,mclaren,11,R,23,0.0,7,Fuel leak
1971_1,bonnier,mclaren,23,R,24,0.0,5,Suspension
1971_1,roig,march-ford,25,R,25,0.0,5,Engine
1971_2,stewart,tyrrell,4,1,1,9.0,75,Finished
1971_2,ickx,ferrari,1,2,2,6.0,75,Finished
1971_2,amon,matra,3,3,3,4.0,75,Finished
1971_2,rodriguez,brm,5,4,4,3.0,75,Finished
1971_2,hulme,mclaren,9,5,5,2.0,75,Finished
1971_2,beltoise,matra,6,6,6,1.0,74,+1 Lap
1971_2,cevert,tyrrell,12,7,7,0.0,74,+1 Lap
1971_2,gethin,mclaren,7,8,8,0.0,73,+2 Laps
1971_2,schenken,brabham,21,9,9,0.0,72,+3 Laps
1971_2,ganley,brm,17,10,10,0.0,71,+4 Laps
1971_2,surtees,surtees,22,11,11,0.0,67,+8 Laps
1971_2,wisell,lotus-ford,16,R,12,0.0,58,Not classified
1971_2,emerson_fittipaldi,lotus-ford,14,R,13,0.0,54,Suspension
1971_2,pescarolo,march-ford,11,R,14,0.0,53,Engine
1971_2,mario_andretti,ferrari,8,R,15,0.0,50,Engine
1971_2,roig,march-ford,20,R,16,0.0,46,Fuel pump
1971_2,adamich,march-alfa_romeo,18,R,17,0.0,26,Transmission
1971_2,peterson,march-ford,13,R,18,0.0,24,Ignition
1971_2,regazzoni,ferrari,2,R,19,0.0,13,Engine
1971_2,stommelen,surtees,19,R,20,0.0,9,Fuel pressure
1971_2,siffert,brm,15,R,21,0.0,5,Gearbox
1971_2,hill,brabham,10,R,22,0.0,5,Steering
1971_3,stewart,tyrrell,1,1,1,9.0,80,Finished
1971_3,peterson,march-ford,6,2,2,6.0,80,Finished
1971_3,ickx,ferrari,2,3,3,4.0,80,Finished
1971_3,hulme,mclaren,6,4,4,3.0,80,Finished
1971_3,emerson_fittipaldi,lotus-ford,17,5,5,2.0,79,+1 Lap
1971_3,stommelen,surtees,16,6,6,1.0,79,+1 Lap
1971_3,surtees,surtees,10,7,7,0.0,79,+1 Lap
1971_3,pescarolo,march-ford,13,8,8,0.0,77,+3 Laps
1971_3,rodriguez,brm,5,9,9,0.0,76,+4 Laps
1971_3,schenken,brabham,18,10,10,0.0,76,+4 Laps
1971_3,siffert,brm,3,R,11,0.0,58,Oil pipe
1971_3,beltoise,matra,7,R,12,0.0,47,Differential
1971_3,amon,matra,4,R,13,0.0,45,Differential
1971_3,regazzoni,ferrari,11,R,14,0.0,24,Accident
1971_3,gethin,mclaren,14,R,15,0.0,22,Accident
1971_3,wisell,lotus-ford,12,R,16,0.0,21,Wheel bearing
1971_3,cevert,tyrrell,15,R,17,0.0,5,Accident
1971_3,hill,brabham,9,R,18,0.0,1,Accident
1971_4,ickx,ferrari,1,1,1,9.0,70,Finished
1971_4,rodriguez,brm,2,2,2,6.0,70,Finished
1971_4,regazzoni,ferrari,4,3,3,4.0,69,+1 Lap
1971_4,peterson,march-ford,13,4,4,3.0,68,+2 Laps
1971_4,surtees,surtees,7,5,5,2.0,68,+2 Laps
1971_4,siffert,brm,8,6,6,1.0,68,+2 Laps
1971_4,ganley,brm,9,7,7,0.0,66,+4 Laps
1971_4,lennep,surtees,21,8,8,0.0,65,+5 Laps
1971_4,beltoise,matra,11,9,9,0.0,65,+5 Laps
1971_4,hill,brabham,16,10,10,0.0,65,+5 Laps
1971_4,stewart,tyrrell,3,11,11,0.0,65,+5 Laps
1971_4,hulme,mclaren,14,12,12,0.0,63,+7 Laps
1971_4,pescarolo,march-ford,15,R,13,0.0,62,Not classified
1971_4,barber,march-ford,24,R,14,0.0,60,Not classified
1971_4,gethin,mclaren,23,R,15,0.0,60,Not classified
1971_4,roig,march-ford,17,R,16,0.0,57,Engine
1971_4,schenken,brabham,19,R,17,0.0,39,Suspension
1971_4,cevert,tyrrell,12,R,18,0.0,29,Accident
1971_4,stommelen,surtees,18,D,19,0.0,19,Disqualified
1971_4,wisell,lotus-ford,4,D,20,0.0,17,Disqualified
1971_4,mario_andretti,ferrari,16,R,21,0.0,5,Fuel pump
1971_4,walker,lotus-pw,22,R,22,0.0,5,Accident
1971_4,amon,matra,5,R,23,0.0,2,Spun off
1971_5,stewart,tyrrell,1,1,1,9.0,55,Finished
1971_5,cevert,tyrrell,7,2,2,6.0,55,Finished
1971_5,emerson_fittipaldi,lotus-ford,17,3,3,4.0,55,Finished
1971_5,siffert,brm,6,4,4,3.0,55,Finished
1971_5,amon,matra,9,5,5,2.0,55,Finished
1971_5,wisell,lotus-ford,15,6,6,1.0,55,Finished
1971_5,beltoise,matra,8,7,7,0.0,55,Finished
1971_5,surtees,surtees,13,8,8,0.0,55,Finished
1971_5,gethin,mclaren,19,9,9,0.0,54,+1 Lap
1971_5,ganley,brm,16,10,10,0.0,54,+1 Lap
1971_5,stommelen,surtees,10,11,11,0.0,53,+2 Laps
1971_5,schenken,brabham,14,12,12,0.0,50,Oil pressure
1972_1,stewart,tyrrell,2,1,1,9.0,95,Finished
1972_1,hulme,mclaren,4,2,2,6.0,95,Finished
1972_1,ickx,ferrari,8,3,3,4.0,95,Finished
1972_1,regazzoni,ferrari,6,4,4,3.0,95,Finished
1972_1,schenken,surtees,11,5,5,2.0,95,Finished
1972_1,peterson,march,10,6,6,1.0,94,+1 Lap
1972_1,reutemann,brabham,1,7,7,0.0,93,+2 Laps
1972_1,pescarolo,march,15,8,8,0.0,93,+2 Laps
1972_1,ganley,brm,13,9,9,0.0,93,+2 Laps
1972_1,marko,brm,19,10,10,0.0,93,+2 Laps
1972_1,lauda,march,22,11,11,0.0,93,+2 Laps
1972_1,emerson_fittipaldi,team_lotus,5,R,12,0.0,61,Suspension
1972_1,cevert,tyrrell,17,R,13,0.0,59,Gearbox
1972_1,wisell,brm,7,R,14,0.0,59,Water leak
1972_1,revson,mclaren,3,R,15,0.0,49,Engine
1972_1,mario_andretti,ferrari,9,R,16,0.0,20,Engine
1972_1,adamich,surtees,14,R,17,0.0,11,Fuel system
1972_1,hill,brabham,16,R,18,0.0,11,Fuel pump
1972_1,walker,team_lotus,20,D,19,0.0,8,Disqualified
1972_1,gethin,brm,18,R,20,0.0,1,Oil leak
1972_1,roig,brm,21,R,21,0.0,1,Accident
1972_1,amon,matra,12,W,22,0.0,0,Withdrew
1972_2,hulme,mclaren,5,1,1,9.0,79,Finished
1972_2,emerson_fittipaldi,team_lotus,3,2,2,6.0,79,Finished
1972_2,revson,mclaren,12,3,3,4.0,79,Finished
1972_2,mario_andretti,ferrari,6,4,4,3.0,79,Finished
1972_2,peterson,march,9,5,5,2.0,79,Finished
1972_2,hill,brabham,14,6,6,1.0,78,+1 Lap
1972_2,lauda,march,21,7,7,0.0,78,+1 Lap
1972_2,ickx,ferrari,7,8,8,0.0,78,+1 Lap
1972_2,cevert,tyrrell,8,9,9,0.0,78,+1 Lap
1972_2,walker,team_lotus,19,10,10,0.0,78,+1 Lap
1972_2,pescarolo,march,22,11,11,0.0,78,+1 Lap
1972_2,regazzoni,ferrari,2,12,12,0.0,77,+2 Laps
1972_2,stommelen,march,25,13,13,0.0,77,+2 Laps
1972_2,marko,brm,23,14,14,0.0,76,+3 Laps
1972_2,amon,matra,13,15,15,0.0,76,+3 Laps
1972_2,love,surtees,26,16,16,0.0,73,Spun off
1972_2,pace,march,24,17,17,0.0,73,+6 Laps
1972_2,ganley,brm,16,R,18,0.0,70,Not classified
1972_2,adamich,surtees,20,R,19,0.0,69,Not classified
1972_2,gethin,brm,18,R,20,0.0,65,Not classified
1972_2,beltoise,brm,11,R,21,0.0,61,Engine
1972_2,stewart,tyrrell,1,R,22,0.0,45,Gearbox
1972_2,hailwood,surtees,4,R,23,0.0,28,Suspension
1972_2,reutemann,brabham,15,R,24,0.0,27,Fuel system
1972_2,schenken,surtees,10,R,25,0.0,9,Engine
1972_2,charlton,team_lotus,17,R,26,0.0,2,Fuel pump
1972_3,emerson_fittipaldi,team_lotus,3,1,1,9.0,90,Finished
1972_3,ickx,ferrari,1,2,2,6.0,90,Finished
1972_3,regazzoni,ferrari,8,3,3,4.0,89,+1 Lap
1972_3,adamich,surtees,13,4,4,3.0,89,+1 Lap
1972_3,revson,mclaren,11,5,5,2.0,89,+1 Lap
1972_3,pace,march,16,6,6,1.0,89,+1 Lap
1972_3,wilson_fittipaldi,brabham,14,7,7,0.0,88,+2 Laps
1972_3,schenken,surtees,18,8,8,0.0,88,+2 Laps
1972_3,walker,team_lotus,24,9,9,0.0,87,+3 Laps
1972_3,hill,brabham,23,10,10,0.0,86,+4 Laps
1972_3,pescarolo,march,19,11,11,0.0,86,+4 Laps
1972_3,stewart,tyrrell,4,R,12,0.0,69,Accident
1972_3,amon,matra,6,R,13,0.0,66,Gearbox
1972_3,cevert,tyrrell,12,R,14,0.0,65,Ignition
1972_3,gethin,brm,21,R,15,0.0,65,Engine
1972_3,hulme,mclaren,2,R,16,0.0,48,Gearbox
1972_3,ganley,brm,20,R,17,0.0,38,Engine
1972_3,wisell,brm,10,R,18,0.0,24,Accident
1972_3,mario_andretti,ferrari,5,R,19,0.0,23,Oil pressure
1972_3,hailwood,surtees,15,R,20,0.0,20,Electrical
1972_3,peterson,march,9,R,21,0.0,16,Fuel leak
1972_3,stommelen,march,17,R,22,0.0,15,Accident
1972_3,beltoise,brm,7,R,23,0.0,9,Gearbox
1972_3,lauda,march,25,R,24,0.0,7,Differential
1972_3,roig,brm,22,R,25,0.0,6,Accident
1972_4,beltoise,brm,4,1,1,9.0,80,Finished
1972_4,ickx,ferrari,2,2,2,6.0,80,Finished
1972_4,emerson_fittipaldi,team_lotus,1,3,3,4.0,79,+1 Lap
1972_4,stewart,tyrrell,8,4,4,3.0,78,+2 Laps
1972_4,redman,mclaren,10,5,5,2.0,77,+3 Laps
1972_4,amon,matra,6,6,6,1.0,77,+3 Laps
1972_4,adamich,surtees,18,7,7,0.0,77,+3 Laps
1972_4,marko,brm,17,8,8,0.0,77,+3 Laps
1972_4,wilson_fittipaldi,brabham,21,9,9,0.0,77,+3 Laps
1972_4,stommelen,march,25,10,10,0.0,77,+3 Laps
1972_4,peterson,march,15,11,11,0.0,76,+4 Laps
1972_4,hill,brabham,20,12,12,0.0,76,+4 Laps
1972_4,beuttler,march,23,13,13,0.0,76,+4 Laps
1972_4,walker,team_lotus,14,14,14,0.0,75,+5 Laps
1972_4,hulme,mclaren,7,15,15,0.0,74,+6 Laps
1972_4,lauda,march,22,16,16,0.0,74,+6 Laps
1972_4,pace,march,24,17,17,0.0,72,+8 Laps
1972_4,cevert,tyrrell,12,R,18,0.0,70,Not classified
1972_4,pescarolo,march,9,R,19,0.0,58,Accident
1972_4,regazzoni,ferrari,3,R,20,0.0,51,Accident
1972_4,hailwood,surtees,11,R,21,0.0,48,Accident
1972_4,ganley,brm,20,R,22,0.0,47,Accident
1972_4,schenken,surtees,13,R,23,0.0,31,Accident
1972_4,gethin,brm,5,R,24,0.0,27,Accident
1972_4,wisell,brm,16,R,25,0.0,16,Engine
1972_5,emerson_fittipaldi,team_lotus,1,1,1,9.0,85,Finished
1972_5,cevert,tyrrell,5,2,2,6.0,85,Finished
1973_1,emerson_fittipaldi,team_lotus,2,1,1,9.0,96,Finished
1973_1,cevert,tyrrell,6,2,2,6.0,96,Finished
1973_1,stewart,tyrrell,4,3,3,4.0,96,Finished
1973_1,ickx,ferrari,3,4,4,3.0,96,Finished
1973_1,hulme,mclaren,8,5,5,2.0,95,+1 Lap
1973_1,wilson_fittipaldi,brabham,13,6,6,1.0,95,+1 Lap
1973_1,regazzoni,brm,1,7,7,0.0,93,+3 Laps
1973_1,revson,mclaren,11,8,8,0.0,92,+4 Laps
1973_1,merzario,ferrari,14,9,9,0.0,92,+4 Laps
1973_1,beuttler,march,18,10,10,0.0,90,Suspension
1973_1,jarier,march,17,R,11,0.0,84,Radiator
1973_1,beltoise,brm,7,R,12,0.0,79,Engine
1973_1,ganley,iso_marlboro,19,R,13,0.0,79,Not classified
1973_1,peterson,team_lotus,5,R,14,0.0,67,Oil pressure
1973_1,lauda,brm,13,R,15,0.0,66,Oil pressure
1973_1,reutemann,brabham,9,R,16,0.0,16,Gearbox
1973_1,hailwood,surtees,10,R,17,0.0,10,Halfshaft
1973_1,pace,surtees,15,R,18,0.0,10,Suspension
1973_1,galli,iso_marlboro,16,R,19,0.0,0,Engine
1973_2,emerson_fittipaldi,team_lotus,2,1,1,9.0,40,Finished
1973_2,stewart,tyrrell,8,2,2,6.0,40,Finished
1973_2,hulme,mclaren,5,3,3,4.0,40,Finished
1973_2,merzario,ferrari,17,4,4,3.0,39,+1 Lap
1973_2,ickx,ferrari,3,5,5,2.0,39,+1 Lap
1973_2,regazzoni,brm,4,6,6,1.0,39,+1 Lap
1973_2,ganley,iso_marlboro,14,7,7,0.0,39,+1 Lap
1973_2,lauda,brm,13,8,8,0.0,38,+2 Laps
1973_2,galli,iso_marlboro,18,9,9,0.0,38,+2 Laps
1973_2,cevert,tyrrell,9,10,10,0.0,38,+2 Laps
1973_2,reutemann,brabham,7,11,11,0.0,38,+2 Laps
1973_2,bueno,surtees,20,12,12,0.0,36,+4 Laps
1973_2,beltoise,brm,10,R,13,0.0,23,Electrical
1973_2,beuttler,march,19,R,14,0.0,18,Overheating
1973_2,pace,surtees,6,R,15,0.0,9,Suspension
1973_2,hailwood,surtees,14,R,16,0.0,6,Gearbox
1973_2,jarier,march,15,R,17,0.0,6,Gearbox
1973_2,peterson,team_lotus,1,R,18,0.0,5,Wheel
1973_2,wilson_fittipaldi,brabham,11,R,19,0.0,5,Overheating
1973_2,revson,mclaren,12,R,20,0.0,3,Gearbox
1973_3,stewart,tyrrell,16,1,1,9.0,79,Finished
1973_3,revson,mclaren,6,2,2,6.0,79,Finished
1973_3,emerson_fittipaldi,team_lotus,2,3,3,4.0,79,Finished
1973_3,merzario,ferrari,15,4,4,3.0,78,+1 Lap
1973_3,hulme,mclaren,1,5,5,2.0,77,+2 Laps
1973_3,follmer,shadow,21,6,6,1.0,77,+2 Laps
1973_3,reutemann,brabham,8,7,7,0.0,77,+2 Laps
1973_3,adamich,surtees,20,8,8,0.0,77,+2 Laps
1973_3,scheckter,mclaren,3,9,9,0.0,75,Engine
1973_3,ganley,iso_marlboro,19,10,10,0.0,73,+6 Laps
1973_3,peterson,team_lotus,4,11,11,0.0,73,+6 Laps
1973_3,pace,surtees,9,R,12,0.0,69,Accident
1973_3,keizan,tyrrell,22,R,13,0.0,67,Not classified
1973_3,jarier,march,18,R,14,0.0,66,Not classified
1973_3,cevert,tyrrell,25,R,15,0.0,66,Not classified
1973_3,beuttler,march,23,R,16,0.0,65,Not classified
1973_3,wilson_fittipaldi,brabham,17,R,17,0.0,52,Gearbox
1973_3,pretorius,iso_marlboro,24,R,18,0.0,35,Overheating
1973_3,lauda,brm,10,R,19,0.0,26,Engine
1973_3,oliver,shadow,14,R,20,0.0,14,Engine
1973_3,beltoise,brm,7,R,21,0.0,4,Clutch
1973_3,charlton,team_lotus,13,R,22,0.0,3,Accident
1973_3,regazzoni,brm,5,R,23,0.0,2,Accident
1973_3,ickx,ferrari,11,R,24,0.0,2,Accident
1973_3,hailwood,surtees,12,R,25,0.0,2,Accident
1973_4,emerson_fittipaldi,team_lotus,7,1,1,9.0,75,Finished
1973_4,cevert,tyrrell,3,2,2,6.0,75,Finished
1973_4,follmer,shadow,14,3,3,4.0,75,Finished
1973_4,revson,mclaren,5,4,4,3.0,74,+1 Lap
1973_4,beltoise,brm,10,5,5,2.0,74,+1 Lap
1973_4,hulme,mclaren,2,6,6,1.0,74,+1 Lap
1973_4,beuttler,march,19,7,7,0.0,74,+1 Lap
1973_4,pescarolo,march,18,8,8,0.0,73,+2 Laps
1973_4,regazzoni,brm,8,9,9,0.0,69,+6 Laps
1973_4,wilson_fittipaldi,brabham,12,10,10,0.0,69,+6 Laps
1973_4,galli,iso_marlboro,20,11,11,0.0,69,+6 Laps
1973_4,ickx,ferrari,6,12,12,0.0,69,+6 Laps
1973_4,reutemann,brabham,15,R,13,0.0,66,Halfshaft
1973_4,ganley,iso_marlboro,21,R,14,0.0,63,Out of fuel
1973_4,peterson,team_lotus,1,R,15,0.0,56,Gearbox
1973_4,stewart,tyrrell,4,R,16,0.0,47,Brakes
1973_4,lauda,brm,11,R,17,0.0,28,Tyre
1973_4,hill,shadow,22,R,18,0.0,27,Brakes
1973_4,hailwood,surtees,9,R,19,0.0,25,Oil leak
1973_4,oliver,shadow,13,R,20,0.0,23,Engine
1973_4,adamich,brabham,17,R,21,0.0,17,Wheel
1973_4,pace,surtees,16,R,22,0.0,13,Halfshaft
1973_5,stewart,tyrrell,6,1,1,9.0,70,Finished
1973_5,cevert,tyrrell,4,2,2,6.0,70,Finished
1973_5,emerson_fittipaldi,team_lotus,9,3,3,4.0,70,Finished
1973_5,adamich,brabham,18,4,4,3.0,69,+1 Lap
1973_5,lauda,brm,14,5,5,2.0,69,+1 Lap
1973_5,amon,tecno,15,6,6,1.0,67,+3 Laps
1973_5,hulme,mclaren,2,7,7,0.0,67,+3 Laps
1973_5,pace,surtees,8,8,8,0.0,66,+4 Laps
1973_5,hill,shadow,23,9,9,0.0,65,+5 Laps
1973_5,regazzoni,brm,12,10,10,0.0,63,Accident
1973_5,beuttler,march,20,11,11,0.0,63,Accident
1973_5,jarier,march,16,R,12,0.0,60,Accident
1973_5,beltoise,brm,5,R,13,0.0,56,Not classified
1973_5,wilson_fittipaldi,brabham,19,R,14,0.0,46,Engine
1974_1,hulme,mclaren,10,1,1,9.0,53,Finished
1974_1,lauda,ferrari,8,2,2,6.0,53,Finished
1974_1,regazzoni,ferrari,2,3,3,4.0,53,Finished
1974_1,hailwood,mclaren,9,4,4,3.0,53,Finished
1974_1,beltoise,brm,14,5,5,2.0,53,Finished
1974_1,depailler,tyrrell,15,6,6,1.0,53,Finished
1974_1,reutemann,brabham,6,7,7,0.0,52,Out of fuel
1974_1,ganley,march,19,8,8,0.0,52,Out of fuel
1974_1,pescarolo,brm,21,9,9,0.0,52,+1 Lap
1974_1,emerson_fittipaldi,mclaren,3,10,10,0.0,52,+1 Lap
1974_1,edwards,lola,25,11,11,0.0,51,+2 Laps
1974_1,watson,brabham,20,12,12,0.0,49,+4 Laps
1974_1,peterson,team_lotus,1,13,13,0.0,48,+5 Laps
1974_1,hill,lola,17,R,14,0.0,45,Engine
